Source: Keine befreiende Novelle für Tymoshenko durch das Parlament|Result: no <unk> amendment to the european parliament 's legislative proposals <eos>|Target: Parliament Does Not Support Amendment Freeing Tymoshenko
Source: "Die Qualität dieser besonderen Kunden ist sehr hoch."|Result: " the quality of these special customers is very high . " <eos>|Target: "The quality of these particular customers is pretty strong."
Source: Viele Fluggesellschaften des Mittleren Ostens befinden sich im Besitz der Öl produzierenden Länder.|Result: many middle east airlines are owned by oil - producing countries . <eos>|Target: Many Middle East airlines are owned by their oil-producing nations.
Source: Also haben sie nicht nur das Geld, um die Flugzeuge zu bezahlen. Vielmehr ist ein Anstieg der Ölpreise, der in der Regel den Fluggesellschaften schadet, da dies einer ihrer größten Kostenpunkte ist, nicht so schädlich, da das Land an einem höheren Ölpreis verdient.|Result: so they have not only the money to pay for the aircraft , but an increase in oil prices , which generally harms airlines , because this is one of their largest airlines , is not so damaging , because the country deserves higher oil prices . <eos>|Target: So, not only do they have the money to pay for planes, but a surge in fuel prices - usually damaging to airlines because it's one of their biggest costs - is not as detrimental because the country is making money on the higher price of oil.
Source: Das ist wichtig, da sie weniger als andere Fluggesellschaften dazu tendieren, Flugzeugbestellungen zu stornieren oder zu verschieben, wenn die Ölpreise steigen, sagte Dihora.|Result: this is important , because it tends to cancel or postpone oil prices less than other airlines , when oil prices rise , <unk> said . <eos>|Target: That's important because they will be less likely than other airlines to cancel or delay airplane orders when fuel prices rise, Dihora said.
Source: "Sie haben eine natürliche Absicherung", sagte er.|Result: " you have a natural hedge " , he said . <eos>|Target: "They have a natural hedge," he said.
Source: Die Bestellung von Emirates bekräftigt Boeings Führungsposition auf dem Markt für Großraumflugzeuge und hilft, den Airbus-Konkurrenten SAS in Schach zu halten, der die Vormachtstellung mit dem A350 angreift.|Result: emirates ’s order confirms <unk> ’s leading position on the market for <unk> and helps to keep the <unk> sas in check , which attacks the dominant position with the a350 . <eos>|Target: The Emirates order solidifies Boeing's lead in the market for wide-body planes and helps hold at bay competitor Airbus SAS' attempt to encroach on its dominance with the A350 airliner.
Source: Boeings Sieg auf der Luftfahrtschau kommt vier Monate nachdem Airbus angekündigt hat, man würde die Einführung des größten A350 verschieben, der direkt mit dem 777-300ER konkurriert.|Result: four months after airbus announced that it would postpone the launch of the largest a350 , which is directly competing with the 777 - <unk> . <eos>|Target: Boeing's win at the air show comes four months after Airbus said it would push back the debut of the largest A350, which competes directly with the 777-300ER.
Source: Man verschob die Einführung, um mehr Vertrauen zu gewinnen, nachdem die Kunden eine höhere Nutzlast und Reichweite gefordert hatten.|Result: it shifted the introduction to gain more confidence after customers had demanded a higher load and reach . <eos>|Target: It delayed the debut to add more thrust after customers demanded more payload and range.
Source: Die Boeing-Aktien stiegen um 1,5% auf $ 67,94.|Result: <unk> increased by 1.5 % to $ <unk> . <eos>|Target: Boeing Co shares rose 1.5% to $67.94.
Source: Schwester des mexikanischen Präsident verliert scheinbar Wahl in Michoacan|Result: the mexican president ’s sister seems to lose election in <unk> <eos>|Target: Mexico president's sister apparently defeated in Michoacan vote
Source: Luisa Maria Calderon behauptet, das Drogenhändler Gegner Fausto Vallejo von der PRI im Rennen um den Gouverneursposten unterstützt haben.|Result: luisa maria <unk> claims that drug traffickers have supported <unk> <unk> from the pri in the race for the <unk> . <eos>|Target: Luisa Maria Calderon alleges that drug traffickers helped opponent Fausto Vallejo of the PRI in the governor's race.
Source: Die Schwester von Präsident Felipe Calderon hat anscheinend ihre Bewerbung um das Amt des Gouverneurs von Muchoacan während der gewalttätigen Staatswahlen verloren. Sie behauptete am Montag, Drogenhändler hätten das Rennen zugunsten einer ihrer Gegner beeinflusst.|Result: president felipe <unk> 's sister seems to have lost her application to the governor of <unk> during the violent <unk> campaign , claiming on monday that drug traffickers had influenced the race for one of her opponents . <eos>|Target: President Felipe Calderon's sister appears to have lost her bid for governor of Michoacan during violent state elections, and she alleged Monday that drug traffickers helped tip the race in favor of one of her opponents.
Source: Nach den vorläufigen Ergebnissen hat Fausto Vallejo von der Institutionellen Partei der Revolution, der PRI, das Rennen um den Gouverneursposten im westlichen Staat gewonnen.|Result: after the preliminary results , <unk> <unk> won the race for the <unk> in the western state by the institutional party of the revolution , the pri . <eos>|Target: Preliminary results gave the lead in the race for governor of the western state to Fausto Vallejo of the Institutional Revolutionary Party, or PRI.
Source: "Das Eingreifen des organisierten Verbrechens während des gesamten Wahlprozessen und besonders am gestrigen Tag ist alarmierend, nicht nur für Michoacan, sondern für das ganze Land", sagte Luisa Maria Calderon in einem Radiointerview einen Tag nach der Wahl am Sonntag.|Result: " the intervention of organised crime throughout the whole of the day , and especially yesterday , is alarming , not only for <unk> , but for the whole country , " said luisa maria <unk> in a <unk> one day after the election on sunday . <eos>|Target: "The intervention by organized crime during the entire election process and especially yesterday is alarming, not just for Michoacan but for the entire country," Luisa Maria Calderon said in a radio interview a day after Sunday's vote.
Source: "Sie bedrohten unsere Kandidaten, unserer Mitarbeiter in den Umfragen ... Sie haben Wahlkabinen besetzt, Straßenblockaden aufgebaut ... und Menschen beauftragt, [für die PRI] zu stimmen."|Result: " you threatened our candidates , our employees in the polls ... you occupied <unk> , built <unk> ... and commissioned people to vote [ for the pri ] . " <eos>|Target: "They threatened our candidates, our poll workers.... They seized ballot boxes, set up roadblocks ... and ordered people to vote" for the PRI.
Source: Die PRI regierte sieben Jahrzehnte in Mexiko, bis sie im Jahre 2000 die Präsidentschaft verloren.|Result: the pri ruled seven decades in mexico until it lost the presidency in 2000 . <eos>|Target: The PRI ruled Mexico for seven decades until losing the presidency in 2000.
Source: Aber sie streben nach einer Rückkehr und der Sieg in Michoacan ist ein wichtiger Schritt in diesen Bemühungen.|Result: but they seek a return and victory in <unk> is an important step in these efforts . <eos>|Target: But it is staging a comeback, and victory in Michoacan is an important step in that effort.
Source: Die PRI hofft auf einen Sieg in der Präsidentschaftswahl im Juli.|Result: the pri hopes for a victory in the presidential election in july . <eos>|Target: The PRI is hoping to win the presidential election in July.
Source: Vallejo scheint Claderon nur knapp geschlagen zu haben, die in den Umfragen vor dem Wahltag noch geführt hatte.|Result: <unk> seems to have just <unk> , which had led in the polls before the election day . <eos>|Target: Vallejo appears to have only narrowly edged out Calderon, who had led polls before election day.
Source: Calderon, eine Kandidatin der konservativen Partido Acción Nacional PAN ihres Bruders, weigerte sich, Vallejo als Sieger anzuerkennen.|Result: <unk> , a candidate of the conservative partido <unk> nacional pan of her brother , refused to recognize <unk> as a winner . <eos>|Target: Calderon, a candidate for her brother's conservative National Action Party, or PAN, refused to recognize Vallejo as the winner.
Source: Silvano Aureoles, der Kandidat der linken Demokratischen Revolutionspartei PRD, der derzeit noch amtierende Gouverneur, kam auf Platz Drei, eine schwere Niederlage für die gespaltene und glücklose linke Führung für die Präsidentschaftswahl 2012.|Result: <unk> <unk> , the candidate of the left democratic <unk> <unk> , who is still president - in - office of the council , came to place three , a grave defeat for the divided and divided left - wing leadership for the presidential election in 2012 . <eos>|Target: Silvano Aureoles, the candidate for the leftist Democratic Revolution Party, or PRD, which currently holds the governorship, came in third, a bad defeat for the divided and hapless left ahead of the 2012 presidential vote.
